ID;SEC00_CHAIN;FACT;PERIOD;YEAR;SUM
32;UNLAR;VOLUME;201401;2014;28,004,197,524
34;EV TEMIZLIGI ARACLARI;VOLUME;201401;2014;12,611,626
42;KETCAPLAR;VOLUME;201401;2014;2,431,848,345
1;MARGARINLER;VOLUME;201401;2014;8,610,855,360
66;BISKUVILER;VOLUME;201401;2014;22,423,562,896
103;GAZLI MESRUBATLAR;VOLUME;201401;2014;92,935,595,550
37;BEBEK ISLAK MENDILLERI;VOLUME;201401;2014;1,062,788,941
82;SALEPLER VE BOZALAR;VOLUME;201401;2014;2,917,912,115
76;MISIR GEVREKLERI;VOLUME;201401;2014;1,154,571,575
89;ENERJI VE SPOR ICECEKLERI;VOLUME;201401;2014;266,157,309
83;SABUNLAR VE DUS JELLERI;VOLUME;201401;2014;8,897,665,620
67;RECELLER;VOLUME;201401;2014;3,798,905,847.43
79;CIKOLATALAR;VOLUME;201401;2014;2,023,331,260.25
73;BEBEK MAMALARI;VOLUME;201401;2014;1,233,728,705
11;PIRINC UNLARI;VOLUME;201401;2014;189,363,150
24;HARDALLAR;VOLUME;201401;2014;25,797,340
46;HALI SAMPUANLARI;VOLUME;201401;2014;138,133,050
101;SAC SPREYLERI;VOLUME;201401;2014;28,888,620
61;TRAS ALETLERI;VOLUME;201401;2014;33,958
122;EL TEMIZLEME JELLERI VE KOPUKLERI;VOLUME;201401;2014;622,300
120;KOPUK JOLELER;VOLUME;201401;2014;6,863,325
104;CIKOLATA KAPLAMALAR;VOLUME;201402;2014;5,745,448,450
15;KAGIT URUNLERI;VOLUME;201402;2014;2,022,350,724
31;KURUYEMISLER;VOLUME;201402;2014;15,665,623,469.60
96;SAMPUANLAR;VOLUME;201402;2014;5,389,719,930
52;HIJYENIK PEDLER;VOLUME;201402;2014;148,391,275
23;TEREYAGLAR;VOLUME;201402;2014;5,307,377,586
37;BEBEK ISLAK MENDILLERI;VOLUME;201402;2014;1,107,104,296
49;TUZ;VOLUME;201402;2014;9,655,787,321
42;KETCAPLAR;VOLUME;201402;2014;2,680,714,771
112;SALCALAR;VOLUME;201402;2014;10,301,534,211
73;BEBEK MAMALARI;VOLUME;201402;2014;1,383,295,520
88;HAZIR PASTA UNLARI;VOLUME;201402;2014;248,148,213
70;PILLER;VOLUME;201402;2014;4,079,025
27;MAYALAR;VOLUME;201402;2014;372,973,602
115;ALKOLLU ICECEKLER;VOLUME;201402;2014;834,428,960
17;CEREZLER;VOLUME;201403;2014;2,675,324,666
65;PEYNIRLER;VOLUME;201403;2014;36,518,304,207.55
18;YOGURTLAR;VOLUME;201403;2014;71,800,815,022.80
33;PUDINGLER;VOLUME;201403;2014;3,178,116,564
112;SALCALAR;VOLUME;201403;2014;9,909,902,298.60
15;KAGIT URUNLERI;VOLUME;201403;2014;1,827,182,799
43;SAC BOYALARI;VOLUME;201403;2014;70,400,883.50
97;BIRALAR;VOLUME;201403;2014;3,490,691,860
7;HELVALAR;VOLUME;201403;2014;1,918,521,300.70
32;UNLAR;VOLUME;201403;2014;27,088,716,257
4;GRANUL ICECEKLER;VOLUME;201403;2014;181,938,232
42;KETCAPLAR;VOLUME;201403;2014;2,702,827,842
94;SIRKELER;VOLUME;201403;2014;1,886,026,173
19;AYRAN VE KREMA;VOLUME;201403;2014;4,279,269,028
24;HARDALLAR;VOLUME;201403;2014;31,525,290
26;KEDI-KOPEK MAMALARI;VOLUME;201403;2014;311,626,397
60;GUNES YAGLARI VE KREMLERI;VOLUME;201403;2014;5,586,375
69;YUMURTALAR;VOLUME;201404;2014;700,412,906.19
103;GAZLI MESRUBATLAR;VOLUME;201404;2014;95,353,856,410
49;TUZ;VOLUME;201404;2014;9,208,551,105
18;YOGURTLAR;VOLUME;201404;2014;78,360,786,155.30
80;MEYVE SULARI;VOLUME;201404;2014;26,379,073,130
38;SIVI YAGLAR;VOLUME;201404;2014;55,877,476,294
42;KETCAPLAR;VOLUME;201404;2014;2,658,581,053
118;KOLONYALAR;VOLUME;201404;2014;479,022,695
45;AGIZ GARGARALARI;VOLUME;201404;2014;80,722,740
14;TURK KAHVELERI;VOLUME;201404;2014;1,004,831,813
28;HAZIR CORBALAR;VOLUME;201404;2014;9,413,149,400
20;ET VE TAVUK SULARI;VOLUME;201404;2014;26,522,576,000
52;HIJYENIK PEDLER;VOLUME;201404;2014;135,134,425
109;LIMON-SALGAM SULARI;VOLUME;201404;2014;1,496,575,380
5;NONWEB;VOLUME;201404;2014;3,394,907,444.50
82;SALEPLER VE BOZALAR;VOLUME;201404;2014;867,739,280
100;KUMAS KOKU GIDERICILER;VOLUME;201404;2014;165,062,165
61;TRAS ALETLERI;VOLUME;201404;2014;35,553
51;PASTANE URUNLERI;VOLUME;201405;2014;80,789,777.50
80;MEYVE SULARI;VOLUME;201405;2014;26,560,898,190
48;EV YAPIMI URUNLER;VOLUME;201405;2014;100,474,342,304
16;BEYAZ ETLER;VOLUME;201405;2014;37,172,291,616.07
66;BISKUVILER;VOLUME;201405;2014;22,796,091,393.50
29;MAKARNALAR;VOLUME;201405;2014;27,853,832,196
53;ALUMINYUM FOLYOLAR VE STREC FILMLER;VOLUME;201405;2014;162,011,959.56
3;BULASIK DETERJANLARI;VOLUME;201405;2014;15,748,419,467
97;BIRALAR;VOLUME;201405;2014;3,706,416,410
20;ET VE TAVUK SULARI;VOLUME;201405;2014;25,747,439,000
100;KUMAS KOKU GIDERICILER;VOLUME;201405;2014;151,023,835
70;PILLER;VOLUME;201405;2014;4,273,655
89;ENERJI VE SPOR ICECEKLERI;VOLUME;201405;2014;330,678,772
61;TRAS ALETLERI;VOLUME;201405;2014;18,287
99;BEBEK PUDRALARI;VOLUME;201405;2014;4,367,010
123;TAHILLI ICECEKLER;VOLUME;201405;2014;48,150
103;GAZLI MESRUBATLAR;VOLUME;201406;2014;106,895,987,490
96;SAMPUANLAR;VOLUME;201406;2014;5,886,176,760
42;KETCAPLAR;VOLUME;201406;2014;2,772,475,192
14;TURK KAHVELERI;VOLUME;201406;2014;1,095,718,295.60
73;BEBEK MAMALARI;VOLUME;201406;2014;1,375,626,895
79;CIKOLATALAR;VOLUME;201406;2014;1,651,420,200.25
94;SIRKELER;VOLUME;201406;2014;1,916,484,433
112;SALCALAR;VOLUME;201406;2014;11,648,442,777
71;SAKIZLAR;VOLUME;201406;2014;128,990,546
75;DIS FIRCALARI;VOLUME;201406;2014;2,813,712
89;ENERJI VE SPOR ICECEKLERI;VOLUME;201406;2014;349,773,554
85;SAC KREMLERI;VOLUME;201406;2014;954,460,310
101;SAC SPREYLERI;VOLUME;201406;2014;34,296,372
10;YARABANTLARI;VOLUME;201406;2014;3,556,893
99;BEBEK PUDRALARI;VOLUME;201406;2014;8,621,085
86;TRAS LOSYONLARI;VOLUME;201406;2014;22,519,070
50;ET MAMULLERI;VOLUME;201407;2014;38,864,251,122.67
7;HELVALAR;VOLUME;201407;2014;1,688,445,049.10
103;GAZLI MESRUBATLAR;VOLUME;201407;2014;146,804,960,080
84;CAMASIR YUMUSATICILARI;VOLUME;201407;2014;18,322,446,660
1;MARGARINLER;VOLUME;201407;2014;8,748,711,640
13;EV TEMIZLIGI MADDELERI;VOLUME;201407;2014;31,468,662,637.85
83;SABUNLAR VE DUS JELLERI;VOLUME;201407;2014;10,563,919,070
100;KUMAS KOKU GIDERICILER;VOLUME;201407;2014;130,920,140
106;RENKLI KOZMETIKLER;VOLUME;201407;2014;2,004,358
89;ENERJI VE SPOR ICECEKLERI;VOLUME;201407;2014;354,608,551
44;KADIN PARFUMLERI;VOLUME;201407;2014;44,388,546
91;DIGER ACIK GIDA URUNLERI;VOLUME;201407;2014;10,565,420
56;EV PARFUMLERI;VOLUME;201407;2014;807,335
99;BEBEK PUDRALARI;VOLUME;201407;2014;12,685,835
117;MOBILYA BAKIM URUNLERI;VOLUME;201407;2014;341,715,500
25;AILE PLANLAMASI;VOLUME;201407;2014;515,348
101;SAC SPREYLERI;VOLUME;201407;2014;23,570,442
122;EL TEMIZLEME JELLERI VE KOPUKLERI;VOLUME;201407;2014;162,700
110;DONDURULMUS GIDALAR;VOLUME;201408;2014;3,137,881,802
38;SIVI YAGLAR;VOLUME;201408;2014;54,393,034,684
13;EV TEMIZLIGI MADDELERI;VOLUME;201408;2014;29,205,437,911.65
3;BULASIK DETERJANLARI;VOLUME;201408;2014;16,224,345,262
29;MAKARNALAR;VOLUME;201408;2014;25,920,074,634
109;LIMON-SALGAM SULARI;VOLUME;201408;2014;1,743,754,870
72;CAMASIR DETERJANLARI;VOLUME;201408;2014;49,493,545,033.84
22;CILT BAKIM URUNLERI;VOLUME;201408;2014;315,537,256
111;TAHIN - PEKMEZ;VOLUME;201408;2014;1,205,065,118
86;TRAS LOSYONLARI;VOLUME;201408;2014;13,470,595
106;RENKLI KOZMETIKLER;VOLUME;201409;2014;2,049,902
105;SUTLER;VOLUME;201409;2014;150,928,908,660
18;YOGURTLAR;VOLUME;201409;2014;86,646,979,953.50
13;EV TEMIZLIGI MADDELERI;VOLUME;201409;2014;33,185,643,026.55
38;SIVI YAGLAR;VOLUME;201409;2014;58,532,508,975
7;HELVALAR;VOLUME;201409;2014;1,449,334,818.50
2;DONDURMALAR;VOLUME;201409;2014;13,476,990,440.50
114;BALIK KONSERVELERI;VOLUME;201409;2014;341,072,909
28;HAZIR CORBALAR;VOLUME;201409;2014;10,632,447,610
94;SIRKELER;VOLUME;201409;2014;5,483,476,026
40;BUZLU CAYLAR;VOLUME;201409;2014;9,207,163,220
70;PILLER;VOLUME;201409;2014;4,907,344
87;TRAS KREM VE KOPUKLERI;VOLUME;201409;2014;180,161,975
73;BEBEK MAMALARI;VOLUME;201409;2014;1,498,142,855
44;KADIN PARFUMLERI;VOLUME;201409;2014;45,083,303
119;SINEK-BOCEK ILACLARI;VOLUME;201409;2014;1,313,882
120;KOPUK JOLELER;VOLUME;201409;2014;13,998,700
88;HAZIR PASTA UNLARI;VOLUME;201409;2014;132,647,566
99;BEBEK PUDRALARI;VOLUME;201409;2014;10,175,055
61;TRAS ALETLERI;VOLUME;201409;2014;32,479
13;EV TEMIZLIGI MADDELERI;VOLUME;201410;2014;34,673,128,915.10
1;MARGARINLER;VOLUME;201410;2014;9,122,234,360
105;SUTLER;VOLUME;201410;2014;150,576,436,927
69;YUMURTALAR;VOLUME;201410;2014;686,983,884.04
110;DONDURULMUS GIDALAR;VOLUME;201410;2014;3,051,320,020
2;DONDURMALAR;VOLUME;201410;2014;5,255,799,544.50
97;BIRALAR;VOLUME;201410;2014;3,807,443,766
77;ZEYTINLER;VOLUME;201410;2014;13,656,372,511.40
44;KADIN PARFUMLERI;VOLUME;201410;2014;40,313,933
81;SEKERLER;VOLUME;201410;2014;8,235,977,725.80
95;COP TORBALARI;VOLUME;201410;2014;37,089,120
70;PILLER;VOLUME;201410;2014;4,526,278
86;TRAS LOSYONLARI;VOLUME;201410;2014;12,897,275
61;TRAS ALETLERI;VOLUME;201410;2014;49,994
90;TOZ SABUNLAR;VOLUME;201410;2014;163,045,000
105;SUTLER;VOLUME;201411;2014;150,584,449,955
13;EV TEMIZLIGI MADDELERI;VOLUME;201411;2014;33,958,437,206.90
65;PEYNIRLER;VOLUME;201411;2014;40,307,565,819.62
16;BEYAZ ETLER;VOLUME;201411;2014;33,293,416,239.18
6;MAYONEZLER;VOLUME;201411;2014;1,538,290,440
107;HAZIR YEMEKLER;VOLUME;201411;2014;2,706,086,082
96;SAMPUANLAR;VOLUME;201411;2014;6,551,313,275
44;KADIN PARFUMLERI;VOLUME;201411;2014;40,063,835
98;DEODORANTLAR;VOLUME;201411;2014;246,311,710
83;SABUNLAR VE DUS JELLERI;VOLUME;201411;2014;10,997,759,215
86;TRAS LOSYONLARI;VOLUME;201411;2014;12,768,580
119;SINEK-BOCEK ILACLARI;VOLUME;201411;2014;455,646
82;SALEPLER VE BOZALAR;VOLUME;201411;2014;1,493,107,385
56;EV PARFUMLERI;VOLUME;201411;2014;814,678
100;KUMAS KOKU GIDERICILER;VOLUME;201411;2014;148,865,900
88;HAZIR PASTA UNLARI;VOLUME;201411;2014;222,064,018
103;GAZLI MESRUBATLAR;VOLUME;201412;2014;87,766,027,820
77;ZEYTINLER;VOLUME;201412;2014;14,446,169,648.70
108;BANDED PACK;VOLUME;201412;2014;2,600,441,459.72
47;Test Sector 1;VOLUME;201412;2014;-3,840,193,846.72
93;BAHARATLAR;VOLUME;201412;2014;3,700,995,849.60
54;SOSLAR;VOLUME;201412;2014;846,903,762
107;HAZIR YEMEKLER;VOLUME;201412;2014;2,974,938,596
40;BUZLU CAYLAR;VOLUME;201412;2014;4,464,979,250
4;GRANUL ICECEKLER;VOLUME;201412;2014;149,422,984
28;HAZIR CORBALAR;VOLUME;201412;2014;9,512,945,710
113;DIS MACUNLARI;VOLUME;201412;2014;614,643,205.80
52;HIJYENIK PEDLER;VOLUME;201412;2014;152,484,210
32;UNLAR;VOLUME;201412;2014;32,267,476,542
73;BEBEK MAMALARI;VOLUME;201412;2014;1,307,067,970
10;YARABANTLARI;VOLUME;201412;2014;2,184,170
70;PILLER;VOLUME;201412;2014;4,913,827
57;SAGLIK BEZLERI;VOLUME;201412;2014;3,137,372
119;SINEK-BOCEK ILACLARI;VOLUME;201412;2014;191,837
101;SAC SPREYLERI;VOLUME;201412;2014;35,353,694
116;ARAP SABUNLARI;VOLUME;201412;2014;155,528,420
66;BISKUVILER;VOLUME;201501;2015;24,293,657,118
18;YOGURTLAR;VOLUME;201501;2015;81,099,713,087.80
33;PUDINGLER;VOLUME;201501;2015;3,311,078,616
31;KURUYEMISLER;VOLUME;201501;2015;17,326,401,321.60
73;BEBEK MAMALARI;VOLUME;201501;2015;1,234,018,010
2;DONDURMALAR;VOLUME;201501;2015;772,614,089
56;EV PARFUMLERI;VOLUME;201501;2015;824,914
121;BRIYANTINLER;VOLUME;201501;2015;5,239,830
100;KUMAS KOKU GIDERICILER;VOLUME;201501;2015;133,575,700
123;TAHILLI ICECEKLER;VOLUME;201501;2015;36,570
51;PASTANE URUNLERI;VOLUME;201502;2015;257,148,250
79;CIKOLATALAR;VOLUME;201502;2015;2,124,324,154.75
64;CAYLAR;VOLUME;201502;2015;13,709,108,095
38;SIVI YAGLAR;VOLUME;201502;2015;58,413,467,539
42;KETCAPLAR;VOLUME;201502;2015;3,158,477,394
33;PUDINGLER;VOLUME;201502;2015;3,533,173,158
50;ET MAMULLERI;VOLUME;201502;2015;23,804,207,774.93
81;SEKERLER;VOLUME;201502;2015;1,768,820,091.90
78;EKMEKLER;VOLUME;201502;2015;3,479,314,367
98;DEODORANTLAR;VOLUME;201502;2015;210,599,464
28;HAZIR CORBALAR;VOLUME;201502;2015;10,628,427,110
49;TUZ;VOLUME;201502;2015;8,892,882,202
34;EV TEMIZLIGI ARACLARI;VOLUME;201502;2015;14,675,839
36;TURSULAR;VOLUME;201502;2015;2,388,739,245.90
111;TAHIN - PEKMEZ;VOLUME;201502;2015;2,781,598,096.40
76;MISIR GEVREKLERI;VOLUME;201502;2015;1,287,430,595
108;BANDED PACK;VOLUME;201502;2015;2,453,020,742.11
23;TEREYAGLAR;VOLUME;201502;2015;7,394,764,695.30
25;AILE PLANLAMASI;VOLUME;201502;2015;410,593
27;MAYALAR;VOLUME;201502;2015;402,158,533
44;KADIN PARFUMLERI;VOLUME;201502;2015;44,116,730
46;HALI SAMPUANLARI;VOLUME;201502;2015;190,489,050
121;BRIYANTINLER;VOLUME;201502;2015;4,802,320
122;EL TEMIZLEME JELLERI VE KOPUKLERI;VOLUME;201502;2015;435,800
67;RECELLER;VOLUME;201503;2015;5,064,903,258.60
29;MAKARNALAR;VOLUME;201503;2015;27,152,909,134
113;DIS MACUNLARI;VOLUME;201503;2015;621,553,266.95
1;MARGARINLER;VOLUME;201503;2015;8,383,557,095
82;SALEPLER VE BOZALAR;VOLUME;201503;2015;1,739,761,440
33;PUDINGLER;VOLUME;201503;2015;3,382,205,708
36;TURSULAR;VOLUME;201503;2015;2,431,254,695.80
73;BEBEK MAMALARI;VOLUME;201503;2015;1,326,760,750
87;TRAS KREM VE KOPUKLERI;VOLUME;201503;2015;152,786,965
43;SAC BOYALARI;VOLUME;201503;2015;59,526,730.50
4;GRANUL ICECEKLER;VOLUME;201503;2015;174,777,955
58;MALT ICECEKLER;VOLUME;201503;2015;21,450,960
121;BRIYANTINLER;VOLUME;201503;2015;5,735,980
60;GUNES YAGLARI VE KREMLERI;VOLUME;201503;2015;2,931,265
32;UNLAR;VOLUME;201504;2015;31,239,904,012.16
66;BISKUVILER;VOLUME;201504;2015;24,969,663,303.50
18;YOGURTLAR;VOLUME;201504;2015;82,216,067,522.60
104;CIKOLATA KAPLAMALAR;VOLUME;201504;2015;5,803,150,702.10
39;COCUK BEZLERI;VOLUME;201504;2015;274,771,257
2;DONDURMALAR;VOLUME;201504;2015;2,559,551,240.50
43;SAC BOYALARI;VOLUME;201504;2015;63,634,219
22;CILT BAKIM URUNLERI;VOLUME;201504;2015;386,822,736
1;MARGARINLER;VOLUME;201504;2015;8,578,967,525
37;BEBEK ISLAK MENDILLERI;VOLUME;201504;2015;1,264,580,303
7;HELVALAR;VOLUME;201504;2015;2,271,388,257
19;AYRAN VE KREMA;VOLUME;201504;2015;4,952,168,385
36;TURSULAR;VOLUME;201504;2015;2,312,846,699.20
89;ENERJI VE SPOR ICECEKLERI;VOLUME;201504;2015;281,759,317
97;BIRALAR;VOLUME;201504;2015;3,324,312,480
91;DIGER ACIK GIDA URUNLERI;VOLUME;201504;2015;36,710,086
90;TOZ SABUNLAR;VOLUME;201504;2015;173,351,600
58;MALT ICECEKLER;VOLUME;201504;2015;18,053,190
99;BEBEK PUDRALARI;VOLUME;201504;2015;10,207,955
122;EL TEMIZLEME JELLERI VE KOPUKLERI;VOLUME;201504;2015;467,000
37;BEBEK ISLAK MENDILLERI;VOLUME;201505;2015;1,163,099,799
33;PUDINGLER;VOLUME;201505;2015;3,158,770,610
113;DIS MACUNLARI;VOLUME;201505;2015;557,397,150.75
97;BIRALAR;VOLUME;201505;2015;3,469,532,156
64;CAYLAR;VOLUME;201505;2015;12,823,531,683.60
15;KAGIT URUNLERI;VOLUME;201505;2015;1,890,418,389
35;HAZIR KAHVELER VE KREMALAR;VOLUME;201505;2015;566,098,674.90
47;Test Sector 1;VOLUME;201505;2015;99,268,077,718.98
87;TRAS KREM VE KOPUKLERI;VOLUME;201505;2015;121,346,535
28;HAZIR CORBALAR;VOLUME;201505;2015;8,829,372,410
109;LIMON-SALGAM SULARI;VOLUME;201505;2015;1,577,063,760
43;SAC BOYALARI;VOLUME;201505;2015;62,295,216.50
46;HALI SAMPUANLARI;VOLUME;201505;2015;178,518,700
91;DIGER ACIK GIDA URUNLERI;VOLUME;201505;2015;26,411,104
60;GUNES YAGLARI VE KREMLERI;VOLUME;201505;2015;13,688,150
57;SAGLIK BEZLERI;VOLUME;201505;2015;3,526,663
121;BRIYANTINLER;VOLUME;201505;2015;8,795,890
66;BISKUVILER;VOLUME;201506;2015;22,402,448,208.30
49;TUZ;VOLUME;201506;2015;9,585,103,035
54;SOSLAR;VOLUME;201506;2015;965,355,820
52;HIJYENIK PEDLER;VOLUME;201506;2015;149,095,716
35;HAZIR KAHVELER VE KREMALAR;VOLUME;201506;2015;610,294,989.80
32;UNLAR;VOLUME;201506;2015;33,528,630,434
78;EKMEKLER;VOLUME;201506;2015;2,928,148,365
55;TRAS BICAKLARI;VOLUME;201506;2015;10,779,728
87;TRAS KREM VE KOPUKLERI;VOLUME;201506;2015;157,660,475
28;HAZIR CORBALAR;VOLUME;201506;2015;12,367,562,280
94;SIRKELER;VOLUME;201506;2015;2,255,687,859
76;MISIR GEVREKLERI;VOLUME;201506;2015;1,121,292,980
11;PIRINC UNLARI;VOLUME;201506;2015;297,921,110
9;KULAK TEMIZLEME CUBUGU;VOLUME;201506;2015;185,884,114
100;KUMAS KOKU GIDERICILER;VOLUME;201506;2015;167,804,095
86;TRAS LOSYONLARI;VOLUME;201506;2015;17,280,515
12;AGIZ SAGLIGI;VOLUME;201506;2015;12,432
120;KOPUK JOLELER;VOLUME;201506;2015;11,607,500
60;GUNES YAGLARI VE KREMLERI;VOLUME;201507;2015;57,905,150
68;KREM CIKOLATALAR;VOLUME;201507;2015;5,209,020,641
53;ALUMINYUM FOLYOLAR VE STREC FILMLER;VOLUME;201507;2015;183,739,645.76
4;GRANUL ICECEKLER;VOLUME;201507;2015;122,244,532
79;CIKOLATALAR;VOLUME;201507;2015;1,277,674,931.25
5;NONWEB;VOLUME;201507;2015;3,511,895,967.10
69;YUMURTALAR;VOLUME;201507;2015;650,628,718
96;SAMPUANLAR;VOLUME;201507;2015;6,170,254,995
72;CAMASIR DETERJANLARI;VOLUME;201507;2015;46,549,781,595.28
59;BEBEK BANYO KOPUKLERI;VOLUME;201507;2015;75,544,950
61;TRAS ALETLERI;VOLUME;201507;2015;11,664
48;EV YAPIMI URUNLER;VOLUME;201508;2015;113,209,493,879
93;BAHARATLAR;VOLUME;201508;2015;3,259,389,303
63;BAKLIYAT;VOLUME;201508;2015;57,647,093,806.60
50;ET MAMULLERI;VOLUME;201508;2015;28,124,024,211.40
33;PUDINGLER;VOLUME;201508;2015;2,855,418,194
17;CEREZLER;VOLUME;201508;2015;2,649,155,506
42;KETCAPLAR;VOLUME;201508;2015;3,108,686,935
73;BEBEK MAMALARI;VOLUME;201508;2015;1,386,234,515
92;TOZ-KESME SEKERLER;VOLUME;201508;2015;44,317,441,607.20
5;NONWEB;VOLUME;201508;2015;3,193,973,172.80
45;AGIZ GARGARALARI;VOLUME;201508;2015;71,348,915
58;MALT ICECEKLER;VOLUME;201508;2015;36,244,350
70;PILLER;VOLUME;201508;2015;3,904,072
116;ARAP SABUNLARI;VOLUME;201508;2015;157,603,650
100;KUMAS KOKU GIDERICILER;VOLUME;201508;2015;133,356,335
105;SUTLER;VOLUME;201509;2015;161,288,197,383
93;BAHARATLAR;VOLUME;201509;2015;3,550,381,600
64;CAYLAR;VOLUME;201509;2015;13,149,084,895.70
62;SULAR;VOLUME;201509;2015;727,506,050,290
72;CAMASIR DETERJANLARI;VOLUME;201509;2015;52,715,342,784.12
107;HAZIR YEMEKLER;VOLUME;201509;2015;2,556,751,354
38;SIVI YAGLAR;VOLUME;201509;2015;60,966,045,730
92;TOZ-KESME SEKERLER;VOLUME;201509;2015;50,571,558,104.20
37;BEBEK ISLAK MENDILLERI;VOLUME;201509;2015;1,295,786,330
70;PILLER;VOLUME;201509;2015;3,856,358
53;ALUMINYUM FOLYOLAR VE STREC FILMLER;VOLUME;201509;2015;360,056,762.20
28;HAZIR CORBALAR;VOLUME;201509;2015;9,339,077,140
36;TURSULAR;VOLUME;201509;2015;2,130,141,318.40
54;SOSLAR;VOLUME;201509;2015;838,706,159
26;KEDI-KOPEK MAMALARI;VOLUME;201509;2015;364,041,973
116;ARAP SABUNLARI;VOLUME;201509;2015;184,666,700
56;EV PARFUMLERI;VOLUME;201509;2015;637,784
24;HARDALLAR;VOLUME;201509;2015;26,975,115
60;GUNES YAGLARI VE KREMLERI;VOLUME;201509;2015;23,852,750
47;Test Sector 1;VOLUME;201510;2015;136,486,327,120.34
11;PIRINC UNLARI;VOLUME;201510;2015;284,947,965
14;TURK KAHVELERI;VOLUME;201510;2015;1,326,054,424
15;KAGIT URUNLERI;VOLUME;201510;2015;2,007,486,039
110;DONDURULMUS GIDALAR;VOLUME;201510;2015;3,775,877,125
97;BIRALAR;VOLUME;201510;2015;4,109,742,096
89;ENERJI VE SPOR ICECEKLERI;VOLUME;201510;2015;311,393,047
94;SIRKELER;VOLUME;201510;2015;6,042,790,922
116;ARAP SABUNLARI;VOLUME;201510;2015;147,755,500
5;NONWEB;VOLUME;201510;2015;3,236,604,790.50
36;TURSULAR;VOLUME;201510;2015;2,320,754,212
9;KULAK TEMIZLEME CUBUGU;VOLUME;201510;2015;190,323,464
86;TRAS LOSYONLARI;VOLUME;201510;2015;9,124,988
122;EL TEMIZLEME JELLERI VE KOPUKLERI;VOLUME;201510;2015;60,500
67;RECELLER;VOLUME;201511;2015;5,327,975,372
51;PASTANE URUNLERI;VOLUME;201511;2015;710,132,740
52;HIJYENIK PEDLER;VOLUME;201511;2015;163,129,216
27;MAYALAR;VOLUME;201511;2015;423,507,727
83;SABUNLAR VE DUS JELLERI;VOLUME;201511;2015;11,256,403,315
19;AYRAN VE KREMA;VOLUME;201511;2015;5,512,851,512
110;DONDURULMUS GIDALAR;VOLUME;201511;2015;4,081,362,368
96;SAMPUANLAR;VOLUME;201511;2015;6,529,389,435
54;SOSLAR;VOLUME;201511;2015;825,445,643
87;TRAS KREM VE KOPUKLERI;VOLUME;201511;2015;135,646,135
88;HAZIR PASTA UNLARI;VOLUME;201511;2015;197,910,447
11;PIRINC UNLARI;VOLUME;201511;2015;252,413,100
90;TOZ SABUNLAR;VOLUME;201511;2015;167,236,700
121;BRIYANTINLER;VOLUME;201511;2015;7,911,060
107;HAZIR YEMEKLER;VOLUME;201512;2015;2,911,530,087
47;Test Sector 1;VOLUME;201512;2015;147,088,555,863.95
50;ET MAMULLERI;VOLUME;201512;2015;19,871,289,571
114;BALIK KONSERVELERI;VOLUME;201512;2015;373,776,490
87;TRAS KREM VE KOPUKLERI;VOLUME;201512;2015;149,429,975
13;EV TEMIZLIGI MADDELERI;VOLUME;201512;2015;32,154,030,087.50
3;BULASIK DETERJANLARI;VOLUME;201512;2015;18,459,154,650
98;DEODORANTLAR;VOLUME;201512;2015;209,847,268
21;AMPULLER;VOLUME;201512;2015;636,491
48;EV YAPIMI URUNLER;VOLUME;201512;2015;110,115,370,060
71;SAKIZLAR;VOLUME;201512;2015;113,389,563
108;BANDED PACK;VOLUME;201512;2015;1,934,407,613.56
27;MAYALAR;VOLUME;201512;2015;408,267,521
115;ALKOLLU ICECEKLER;VOLUME;201512;2015;808,128,065
58;MALT ICECEKLER;VOLUME;201512;2015;20,773,260
59;BEBEK BANYO KOPUKLERI;VOLUME;201512;2015;102,410,850
60;GUNES YAGLARI VE KREMLERI;VOLUME;201512;2015;2,450,600
65;PEYNIRLER;VOLUME;201601;2016;40,400,551,990.90
62;SULAR;VOLUME;201601;2016;682,516,226,110
77;ZEYTINLER;VOLUME;201601;2016;13,312,471,048.30
6;MAYONEZLER;VOLUME;201601;2016;1,712,154,325
82;SALEPLER VE BOZALAR;VOLUME;201601;2016;3,213,847,330
87;TRAS KREM VE KOPUKLERI;VOLUME;201601;2016;138,756,045
56;EV PARFUMLERI;VOLUME;201601;2016;615,858
111;TAHIN - PEKMEZ;VOLUME;201601;2016;3,235,620,608.40
48;EV YAPIMI URUNLER;VOLUME;201601;2016;102,288,833,378
114;BALIK KONSERVELERI;VOLUME;201601;2016;398,705,710
74;TUY DOKUCU KREMLER;VOLUME;201601;2016;112,373,008
20;ET VE TAVUK SULARI;VOLUME;201601;2016;26,863,237,000
90;TOZ SABUNLAR;VOLUME;201601;2016;133,670,800
91;DIGER ACIK GIDA URUNLERI;VOLUME;201601;2016;62,848,990
120;KOPUK JOLELER;VOLUME;201601;2016;4,640,100
121;BRIYANTINLER;VOLUME;201601;2016;3,499,850
62;SULAR;VOLUME;201602;2016;675,091,806,510
80;MEYVE SULARI;VOLUME;201602;2016;22,356,772,310
50;ET MAMULLERI;VOLUME;201602;2016;22,464,311,583.64
40;BUZLU CAYLAR;VOLUME;201602;2016;4,716,858,740
81;SEKERLER;VOLUME;201602;2016;1,420,265,062.50
1;MARGARINLER;VOLUME;201602;2016;8,786,034,750
64;CAYLAR;VOLUME;201602;2016;13,490,315,288.60
108;BANDED PACK;VOLUME;201602;2016;2,140,038,306.47
6;MAYONEZLER;VOLUME;201602;2016;1,725,589,420
